Timestamp,Resistance,Timestamp,Resistance,Timestamp,Resistance,Timestamp,Resistance,Timestamp,Resistance
0.076233499,47.390365601,0.863944888,101.193992615,1.348117352,219490.515625000,2.025090933,473990.687500000,2.486330986,2190.197998047
3.209383726,47.389320374,3.469532013,101.187072754,3.955558538,220344.187500000,4.633038044,472213.000000000,5.092414379,2189.906494141
5.801241398,47.397422791,6.062410831,101.189315796,6.547056675,219976.468750000,7.225040913,473974.531250000,7.684520245,2190.288818359
8.417032242,47.394725800,8.678316116,101.184783936,9.162814140,219994.515625000,9.841088295,473891.906250000,10.301475525,2190.187255859
