Timestamp,Voltage,Current,Resistance,Timestamp,Voltage,Current,Resistance,Timestamp,Voltage,Current,Resistance,Timestamp,Voltage,Current,Resistance,Timestamp,Voltage,Current,Resistance
5.360817909,0.421925008,0.008897819,47.418922424,5.621290207,0.421929210,0.004170304,101.174690247,6.105814457,0.420951098,0.000001928,218352.171875000,6.783535004,0.421774685,0.000000878,480306.218750000,7.244451046,0.421778888,0.000192689,2188.906738281
5.360817909,0.743784785,0.015693881,47.393302917,5.621290207,0.744213223,0.007357669,101.147956848,6.105814457,0.745309591,0.000003387,220039.750000000,6.783535004,0.744474590,0.000001559,477542.593750000,7.244451046,0.744627118,0.000339861,2190.978759766
5.360817909,1.066552043,0.022502771,47.396476746,5.621290207,1.066359043,0.010538800,101.184097290,6.105814457,1.066751957,0.000004833,220730.109375000,6.783535004,1.066624999,0.000002241,475922.437500000,7.244451046,1.066486955,0.000486806,2190.786132812
5.360817909,1.390423059,0.029299971,47.454757690,5.621290207,1.389608979,0.013734670,101.175277710,6.105814457,1.388105035,0.000006290,220682.140625000,6.783535004,1.389320016,0.000002929,474284.281250000,7.244451046,1.389456987,0.000634032,2191.460205078
5.360817909,1.711341023,0.036108501,47.394409180,5.621290207,1.712754011,0.016909311,101.290588379,6.105814457,1.710893989,0.000007757,220562.156250000,6.783535004,1.711048961,0.000003617,473042.218750000,7.244451046,1.711065054,0.000780968,2190.955078125
5.360817909,2.033723116,0.042913839,47.390842438,5.621290207,2.033742905,0.020101869,101.171829224,6.105814457,2.033289909,0.000009236,220146.640625000,6.783535004,2.033742905,0.000004309,471937.187500000,7.244451046,2.033742905,0.000928194,2191.075683594
5.360817909,2.355885983,0.049712010,47.390682220,5.621290207,2.356162071,0.023283100,101.196235657,6.105814457,2.356162071,0.000010691,220395.875000000,6.783535004,2.355909109,0.000004997,471429.687500000,7.244451046,2.356208086,0.001075586,2190.627197266
5.360817909,2.678494930,0.056519900,47.390300751,5.621290207,2.678494930,0.026471101,101.185630798,6.105814457,2.678857088,0.000012170,220128.046875000,6.783535004,2.678442955,0.000005663,472998.000000000,7.244451046,2.678606987,0.001222943,2190.295898437
5.360817909,3.000505924,0.063310832,47.393249512,5.621290207,3.000890970,0.029652109,101.203285217,6.105814457,3.000614882,0.000013655,219746.718750000,6.783535004,3.000555992,0.000006331,473971.531250000,7.244451046,3.000477076,0.001369964,2190.186767578
7.969537258,0.099783078,0.002106804,47.362297058,8.230932236,0.099643163,0.000982624,101.405158997,8.716777802,0.099920057,0.000000440,226929.156250000,9.394502640,0.101163700,0.000000203,498238.062500000,9.854482651,0.099646091,0.000045558,2187.216064453
7.969537258,0.420683414,0.008905816,47.236930847,8.230932236,0.422890812,0.004167273,101.479026794,8.716777802,0.422205091,0.000001906,221505.437500000,9.394502640,0.422071189,0.000000906,465752.687500000,9.854482651,0.422062993,0.000192721,2190.021972656
7.969537258,0.744619787,0.015716290,47.378852844,8.230932236,0.744198680,0.007353283,101.206321716,8.716777802,0.744903028,0.000003366,221279.656250000,9.394502640,0.744467318,0.000001574,473108.718750000,9.854482651,0.744343877,0.000339857,2190.166748047
7.969537258,1.066784024,0.022504739,47.402637482,8.230932236,1.067217946,0.010546760,101.189178467,8.716777802,1.066635013,0.000004838,220489.828125000,9.394502640,1.066359043,0.000002263,471223.281250000,9.854482651,1.066784024,0.000486843,2191.228027344
7.969537258,1.389168024,0.029312899,47.391010284,8.230932236,1.389305949,0.013733010,101.165443420,8.716777802,1.389044046,0.000006313,220031.828125000,9.394502640,1.389623046,0.000002951,470880.187500000,9.854482651,1.389044046,0.000634019,2190.856933594
7.969537258,1.711478949,0.036102939,47.405529022,8.230932236,1.711495996,0.016916789,101.171440125,8.716777802,1.711308002,0.000007787,219757.515625000,9.394502640,1.711478949,0.000003637,470513.562500000,9.854482651,1.711169958,0.000780938,2191.171142578
7.969537258,2.033723116,0.042912450,47.392375946,8.230932236,2.033900976,0.020102059,101.178733826,8.716777802,2.033467054,0.000009248,219889.781250000,9.394502640,2.033742905,0.000004298,473140.406250000,9.854482651,2.033900976,0.000928210,2191.208251953
7.969537258,2.356162071,0.049712010,47.396232605,8.230932236,2.356184959,0.023285409,101.187179565,8.716777802,2.355747938,0.000010715,219856.187500000,9.394502640,2.355747938,0.000004964,474530.812500000,9.854482651,2.356300116,0.001075495,2190.898193359
7.969537258,2.678468943,0.056517269,47.392044067,8.230932236,2.678606987,0.026468759,101.198806763,8.716777802,2.678468943,0.000012172,220043.718750000,9.394502640,2.678580999,0.000005649,474201.281250000,9.854482651,2.678580999,0.001222931,2190.296142578
7.969537258,3.000113010,0.063307673,47.389408112,8.230932236,3.000447989,0.029650429,101.194084167,8.716777802,3.000586033,0.000013626,220218.093750000,9.394502640,2.999924898,0.000006337,473367.593750000,9.854482651,3.000586033,0.001369881,2190.398925781
10.564794540,0.099782102,0.002105253,47.396724701,10.826415062,0.099367239,0.000982513,101.135826111,11.311944008,0.099646091,0.000000465,214117.968750000,11.990550041,0.100473903,0.000000225,447339.375000000,12.450321198,0.099783078,0.000045520,2192.086181641
10.564794540,0.420967489,0.008904668,47.274925232,10.826415062,0.422209203,0.004169997,101.249282837,11.311944008,0.422062993,0.000001912,220719.312500000,11.990550041,0.421925008,0.000000902,467705.156250000,12.450321198,0.422213286,0.000192726,2190.738281250
10.564794540,0.744619787,0.015714200,47.385154724,10.826415062,0.744481921,0.007356693,101.197898865,11.311944008,0.744627118,0.000003383,220098.171875000,11.990550041,0.744336605,0.000001586,469366.906250000,12.450321198,0.744336605,0.000339833,2190.301025391
10.564794540,1.066624999,0.022502219,47.400878906,10.826415062,1.066359043,0.010542980,101.143981934,11.311944008,1.066614032,0.000004855,219705.281250000,11.990550041,1.066496968,0.000002272,469468.812500000,12.450321198,1.066486955,0.000486792,2190.848876953
10.564794540,1.389938951,0.029317399,47.410037994,10.826415062,1.389456987,0.013732450,101.180564880,11.311944008,1.389044046,0.000006325,219618.859375000,11.990550041,1.389168024,0.000002937,472922.593750000,12.450321198,1.389181972,0.000634019,2191.074462891
10.564794540,1.711202979,0.036106419,47.393318176,10.826415062,1.711478949,0.016915239,101.179702759,11.311944008,1.711048961,0.000007771,220176.046875000,11.990550041,1.711583972,0.000003606,474672.625000000,12.450321198,1.711032033,0.000780952,2190.955566406
10.564794540,2.033565998,0.042911328,47.389953613,10.826415062,2.033723116,0.020100979,101.175315857,11.311944008,2.033684015,0.000009224,220478.453125000,11.990550041,2.034059048,0.000004284,474801.687500000,12.450321198,2.033586025,0.000928206,2190.878662109
10.564794540,2.355725050,0.049711522,47.387908936,10.826415062,2.355885983,0.023282399,101.187423706,11.311944008,2.356046915,0.000010687,220469.062500000,11.990550041,2.356046915,0.000004955,475475.562500000,12.450321198,2.354919910,0.001075913,2188.764404297
10.564794540,2.678416967,0.056516860,47.391468048,10.826415062,2.678693056,0.026470330,101.196052551,11.311944008,2.678745031,0.000012149,220494.984375000,11.990550041,2.678442955,0.000005665,472845.531250000,12.450321198,2.678632975,0.001223094,2190.046630859
10.564794540,3.000447989,0.063308902,47.393779755,10.826415062,3.000477076,0.029652109,101.189323425,11.311944008,3.000586033,0.000013619,220330.640625000,11.990550041,3.000309944,0.000006355,472123.437500000,12.450321198,3.000418901,0.001369867,2190.299560547
13.180334091,0.099783078,0.002105761,47.385757446,13.441152573,0.099507153,0.000982010,101.330078125,13.927021980,0.099784061,0.000000469,212947.531250000,14.604011536,0.099645123,0.000000224,444349.937500000,15.064846992,0.099782102,0.000045514,2192.320800781
13.180334091,0.421791196,0.008899018,47.397499084,13.441152573,0.421929210,0.004170235,101.176361084,13.927021980,0.422067106,0.000001918,220045.062500000,14.604011536,0.421649098,0.000000880,479297.250000000,15.064846992,0.421929210,0.000192639,2190.256103516
13.180334091,0.744627118,0.015715741,47.380977631,13.441152573,0.744619787,0.007356832,101.214736938,13.927021980,0.744910300,0.000003394,219449.218750000,14.604011536,0.745041013,0.000001581,471385.312500000,15.064846992,0.744343877,0.000339857,2190.166748047
13.180334091,1.066475987,0.022502000,47.394721985,13.441152573,1.066773057,0.010543670,101.176628113,13.927021980,1.066496968,0.000004858,219546.093750000,14.604011536,1.066349030,0.000002245,474960.718750000,15.064846992,1.066328049,0.000486789,2190.533447266
13.180334091,1.389485002,0.029312359,47.402698517,13.441152573,1.389456987,0.013734540,101.165161133,13.927021980,1.389871001,0.000006315,220099.171875000,14.604011536,1.389443994,0.000002920,475839.437500000,15.064846992,1.389155030,0.000633999,2191.098876953
13.180334091,1.711187005,0.036102589,47.397899628,13.441152573,1.711169958,0.016912820,101.175910950,13.927021980,1.711153030,0.000007768,220275.703125000,14.604011536,1.711357951,0.000003603,475037.187500000,15.064846992,1.711032033,0.000780973,2190.896728516
13.180334091,2.033742905,0.042914949,47.390083313,13.441152573,2.032659054,0.020099981,101.127410889,13.927021980,2.033447981,0.000009223,220475.859375000,14.604011536,2.032778025,0.000004298,472940.906250000,15.064846992,2.033269882,0.000928194,2190.564697266
13.180334091,2.356024027,0.049713399,47.392131805,13.441152573,2.356024027,0.023283791,101.187309265,13.927021980,2.355725050,0.000010685,220471.937500000,14.604011536,2.356852055,0.000004984,472919.218750000,15.064846992,2.356138945,0.001075624,2190.485595703
13.180334091,2.678390980,0.056514919,47.392635345,13.441152573,2.678719044,0.026470590,101.196044922,13.927021980,2.678580999,0.000012148,220496.359375000,14.604011536,2.678330898,0.000005675,471927.250000000,15.064846992,2.678468943,0.001222804,2190.431884766
13.180334091,3.000447989,0.063310288,47.392738342,13.441152573,3.000447989,0.029651821,101.189338684,13.927021980,3.000143051,0.000013622,220244.093750000,14.604011536,3.000614882,0.000006355,472200.781250000,15.064846992,3.000752926,0.001369894,2190.500244141
