Timestamp,Voltage,Current,Resistance
0.132127404,0.099922024,0.002105016,47.468532562
0.132127404,0.421507001,0.008899400,47.363529205
0.132127404,0.744627118,0.015715741,47.380977631
0.132127404,1.066890001,0.022504089,47.408714294
0.132127404,1.389485002,0.029313060,47.401569366
0.132127404,1.710600972,0.036101889,47.382587433
0.132127404,2.032915115,0.042927459,47.356983185
0.132127404,2.356690884,0.049698312,47.419940948
0.132127404,2.678141117,0.056497380,47.402923584
0.132127404,3.000171900,0.063310988,47.387855530
0.549610913,0.099643163,0.002107041,47.290565491
0.549610913,0.421502888,0.008898619,47.367225647
0.549610913,0.744351089,0.015715741,47.363414764
0.549610913,1.066349030,0.022505000,47.382759094
0.549610913,1.389194965,0.029312771,47.392143250
0.549610913,1.710893989,0.036105718,47.385677338
0.549610913,2.034039021,0.042914670,47.397289276
0.549610913,2.356000900,0.049710829,47.394119263
0.549610913,2.678141117,0.056516159,47.387172699
0.549610913,3.000418901,0.063309677,47.392738342
0.966450989,0.099782102,0.002107966,47.335723877
0.966450989,0.421791196,0.008899573,47.394542694
0.966450989,0.744619787,0.015714901,47.383045197
0.966450989,1.066624999,0.022504300,47.396495819
0.966450989,1.389333010,0.029312771,47.396850586
0.966450989,1.711202979,0.036105029,47.395141602
0.966450989,2.033723116,0.042913839,47.390842438
0.966450989,2.356184959,0.049709711,47.398887634
0.966450989,2.678745031,0.056520041,47.394603729
0.966450989,3.000614882,0.063312300,47.393871307
1.405770183,0.099783078,0.002106665,47.365425110
1.405770183,0.421933293,0.008900774,47.404113770
1.405770183,0.744627118,0.015714349,47.385166168
1.405770183,1.066773057,0.022505220,47.401134491
1.405770183,1.389320016,0.029313181,47.395744324
1.405770183,1.711187005,0.036107458,47.391510010
1.405770183,2.034018993,0.042918429,47.392669678
1.405770183,2.355839968,0.049711041,47.390678406
1.405770183,2.678390980,0.056514919,47.392635345
1.405770183,3.000724077,0.063308902,47.398139954
1.822031379,0.099783078,0.002102005,47.470428467
1.822031379,0.421787113,0.008900739,47.387874603
1.822031379,0.744895816,0.015712811,47.406913757
1.822031379,1.066645980,0.022504739,47.396503448
1.822031379,1.389181972,0.029313181,47.391036987
1.822031379,1.711323977,0.036106769,47.396209717
1.822031379,2.033880949,0.042916339,47.391761780
1.822031379,2.355885983,0.049709920,47.392673492
1.822031379,2.678606987,0.056516569,47.395072937
1.822031379,3.000724077,0.063310988,47.396572113
2.227228165,0.099922024,0.002105433,47.459129333
2.227228165,0.421925008,0.008899349,47.410770416
2.227228165,0.744206011,0.015691951,47.425971985
2.227228165,1.066763043,0.022505000,47.401153564
2.227228165,1.389305949,0.029311510,47.397968292
2.227228165,1.710723042,0.036105011,47.381874084
2.227228165,2.033308983,0.042915229,47.379661560
2.227228165,2.355701923,0.049711730,47.387245178
2.227228165,2.678167105,0.056518801,47.385417938
2.227228165,3.000309944,0.063309588,47.391082764
