Timestamp,Voltage,Current,Resistance,Timestamp,Voltage,Current,Resistance,Timestamp,Voltage,Current,Resistance,Timestamp,Voltage,Current,Resistance,Timestamp,Voltage,Current,Resistance
2.185074806,0.099921048,0.000045553,2193.507568359
2.185074806,0.825190008,0.000376624,2191.018798828
2.185074806,1.550475001,0.000707531,2191.387695312
2.185074806,2.275475979,0.001038504,2191.109619141
2.185074806,3.001552105,0.001370298,2190.437500000
4.437914371,0.099506177,0.000045515,2186.224853516
4.437914371,0.824898005,0.000376672,2189.961914062
4.437914371,1.550307035,0.000707517,2191.193359375
4.437914371,2.275017977,0.001038560,2190.550292969
4.437914371,3.000586033,0.001369811,2190.510986328
6.669446945,0.099783078,0.000045516,2192.287353516
6.669446945,0.825060129,0.000376662,2190.449951172
6.669446945,1.550322056,0.000707531,2191.171630859
6.669446945,2.275454044,0.001038529,2191.035644531
6.669446945,3.000418901,0.001369728,2190.521728516
8.928155899,0.099645123,0.000045519,2189.089111328
8.928155899,0.825474024,0.000376586,2191.994384766
8.928155899,1.550598025,0.000707524,2191.583251953
8.928155899,2.275316000,0.001038536,2190.887939453
8.928155899,3.000477076,0.001369894,2190.298583984
11.148164749,0.099645123,0.000045543,2187.918212891
11.148164749,0.825620115,0.000376617,2192.198974609
11.148164749,1.550598025,0.000707517,2191.604980469
11.148164749,2.275294065,0.001038491,2190.961669922
11.148164749,2.999481916,0.001369672,2189.927246094
13.383835793,0.099644139,0.000045519,2189.055419922
13.383835793,0.825327992,0.000376603,2191.506591797
13.383835793,1.550153971,0.000707524,2190.955566406
13.383835793,2.275177956,0.001038543,2190.740234375
13.383835793,3.000614882,0.001369825,2190.509765625
