Timestamp,Voltage,Current,Linear Fit,Resistance
0.099681899,0.099708550,0.000045460,0.000045460,2193.348632812
0.099681899,0.421980798,0.000192403,0.000192396,2193.213134766
0.099681899,0.744462729,0.000339431,0.000339427,2193.266113281
0.099681899,1.066256046,0.000486143,0.000486144,2193.294677734
0.099681899,1.388829947,0.000633206,0.000633217,2193.331054687
0.099681899,1.710620046,0.000779927,0.000779932,2193.308349609
0.099681899,2.033096075,0.000926956,0.000926961,2193.304443359
0.099681899,2.355524063,0.001073973,0.001073967,2193.280517578
0.099681899,2.677989960,0.001220993,0.001220991,2193.288574219
0.099681899,2.999890089,0.001367759,0.001367756,2193.288330078
3.933694124,0.099714078,0.000045462,0.000045462,2193.336425781
3.933694124,0.421984702,0.000192402,0.000192397,2193.239257812
3.933694124,0.744465172,0.000339428,0.000339427,2193.290283203
3.933694124,1.066264033,0.000486143,0.000486146,2193.311279297
3.933694124,1.388818979,0.000633207,0.000633210,2193.308593750
3.933694124,1.710631967,0.000779929,0.000779936,2193.319091797
3.933694124,2.033097982,0.000926959,0.000926960,2193.298828125
3.933694124,2.355539083,0.001073970,0.001073972,2193.300537109
3.933694124,2.677977085,0.001220994,0.001220983,2193.276123047
3.933694124,2.999897957,0.001367757,0.001367758,2193.297607422
7.692563057,0.099714123,0.000045462,0.000045462,2193.327392578
7.692563057,0.421984404,0.000192405,0.000192397,2193.203369141
7.692563057,0.744462311,0.000339430,0.000339426,2193.271240234
7.692563057,1.066267014,0.000486144,0.000486149,2193.315185547
7.692563057,1.388826966,0.000633206,0.000633215,2193.327392578
7.692563057,1.710621953,0.000779928,0.000779933,2193.308349609
7.692563057,2.033103943,0.000926959,0.000926965,2193.305175781
7.692563057,2.355531931,0.001073976,0.001073971,2193.281738281
7.692563057,2.677987099,0.001220994,0.001220990,2193.284423828
7.692563057,2.999898911,0.001367765,0.001367761,2193.285400391
11.508476257,0.099715494,0.000045464,0.000045466,2193.276855469
11.508476257,0.421980590,0.000192407,0.000192397,2193.163085937
11.508476257,0.744464397,0.000339429,0.000339428,2193.284667969
11.508476257,1.066270947,0.000486145,0.000486150,2193.320312500
11.508476257,1.388826966,0.000633206,0.000633214,2193.324951172
11.508476257,1.710626006,0.000779928,0.000779933,2193.313232422
11.508476257,2.033094883,0.000926960,0.000926957,2193.293701172
11.508476257,2.355547905,0.001073973,0.001073974,2193.302734375
11.508476257,2.677989960,0.001220992,0.001220986,2193.290283203
11.508476257,2.999905109,0.001367758,0.001367758,2193.301025391
15.269894600,0.099719599,0.000045464,0.000045463,2193.388916016
15.269894600,0.421991915,0.000192405,0.000192399,2193.250488281
15.269894600,0.744454384,0.000339428,0.000339421,2193.264160156
15.269894600,1.066275954,0.000486146,0.000486152,2193.325439453
15.269894600,1.388818026,0.000633204,0.000633211,2193.316650391
15.269894600,1.710636973,0.000779930,0.000779940,2193.322021484
15.269894600,2.033098936,0.000926960,0.000926962,2193.297119141
15.269894600,2.355530024,0.001073976,0.001073970,2193.280029297
15.269894600,2.677983999,0.001220990,0.001220989,2193.289062500
15.269894600,2.999888897,0.001367761,0.001367757,2193.284423828
19.029735565,0.099711329,0.000045463,0.000045465,2193.259765625
19.029735565,0.421976298,0.000192407,0.000192396,2193.139648437
19.029735565,0.744466484,0.000339433,0.000339431,2193.264892578
19.029735565,1.066257954,0.000486147,0.000486146,2193.285400391
19.029735565,1.388821959,0.000633204,0.000633214,2193.324707031
19.029735565,1.710631967,0.000779927,0.000779938,2193.321777344
19.029735565,2.033104897,0.000926962,0.000926965,2193.298828125
19.029735565,2.355531931,0.001073975,0.001073970,2193.283935547
19.029735565,2.677985907,0.001220996,0.001220988,2193.280029297
19.029735565,2.999902010,0.001367760,0.001367760,2193.295654297
22.799213409,0.099715568,0.000045463,0.000045464,2193.353759766
22.799213409,0.421992987,0.000192408,0.000192402,2193.225341797
22.799213409,0.744458616,0.000339432,0.000339425,2193.245605469
22.799213409,1.066262960,0.000486142,0.000486147,2193.314941406
22.799213409,1.388810039,0.000633205,0.000633207,2193.303710937
22.799213409,1.710633993,0.000779926,0.000779938,2193.327392578
22.799213409,2.033097029,0.000926957,0.000926960,2193.302978516
22.799213409,2.355545998,0.001073977,0.001073976,2193.292724609
22.799213409,2.677988052,0.001220995,0.001220988,2193.283447266
22.799213409,2.999902964,0.001367763,0.001367761,2193.291503906
26.553661346,0.099716902,0.000045463,0.000045466,2193.369140625
26.553661346,0.421973407,0.000192407,0.000192394,2193.127929687
26.553661346,0.744465411,0.000339430,0.000339429,2193.284423828
26.553661346,1.066259027,0.000486146,0.000486146,2193.291015625
26.553661346,1.388826013,0.000633206,0.000633215,2193.323486328
26.553661346,1.710636973,0.000779928,0.000779939,2193.327148437
26.553661346,2.033102036,0.000926962,0.000926962,2193.296875000
26.553661346,2.355545998,0.001073978,0.001073975,2193.290771484
26.553661346,2.677989006,0.001220992,0.001220988,2193.289550781
26.553661346,2.999902010,0.001367762,0.001367759,2193.292480469
30.319890976,0.099714063,0.000045460,0.000045463,2193.438964844
30.319890976,0.421987414,0.000192405,0.000192398,2193.223632812
30.319890976,0.744458675,0.000339430,0.000339424,2193.261962891
30.319890976,1.066267967,0.000486143,0.000486148,2193.319580078
30.319890976,1.388810039,0.000633203,0.000633206,2193.310058594
30.319890976,1.710628986,0.000779929,0.000779935,2193.315185547
30.319890976,2.033101082,0.000926957,0.000926961,2193.306152344
30.319890976,2.355539083,0.001073972,0.001073972,2193.296386719
30.319890976,2.677983046,0.001220992,0.001220985,2193.284667969
30.319890976,2.999895096,0.001367757,0.001367756,2193.295410156
34.068782806,0.099716917,0.000045460,0.000045465,2193.491699219
34.068782806,0.421975195,0.000192405,0.000192394,2193.166992187
34.068782806,0.744472325,0.000339432,0.000339431,2193.291748047
34.068782806,1.066252947,0.000486144,0.000486143,2193.287353516
34.068782806,1.388826013,0.000633206,0.000633215,2193.322753906
34.068782806,1.710631013,0.000779931,0.000779937,2193.311035156
34.068782806,2.033097982,0.000926960,0.000926961,2193.296630859
34.068782806,2.355530977,0.001073976,0.001073970,2193.280761719
34.068782806,2.677994013,0.001220996,0.001220992,2193.286376953
34.068782806,2.999912024,0.001367765,0.001367766,2193.294921875
37.818435669,0.099721029,0.000045463,0.000045467,2193.470703125
37.818435669,0.421984702,0.000192405,0.000192398,2193.208496094
37.818435669,0.744452715,0.000339430,0.000339422,2193.240478516
37.818435669,1.066264987,0.000486143,0.000486147,2193.315429687
37.818435669,1.388811946,0.000633204,0.000633207,2193.310302734
37.818435669,1.710633039,0.000779926,0.000779936,2193.327148437
37.818435669,2.033111095,0.000926963,0.000926965,2193.303466797
37.818435669,2.355545998,0.001073974,0.001073974,2193.298828125
37.818435669,2.677994013,0.001220993,0.001220989,2193.291748047
37.818435669,2.999902964,0.001367762,0.001367758,2193.293212891
41.563289642,0.099718250,0.000045461,0.000045466,2193.500244141
41.563289642,0.421979189,0.000192407,0.000192395,2193.162597656
41.563289642,0.744472384,0.000339431,0.000339431,2193.293212891
41.563289642,1.066262007,0.000486147,0.000486146,2193.291748047
41.563289642,1.388831973,0.000633208,0.000633216,2193.327392578
41.563289642,1.710639000,0.000779931,0.000779939,2193.321044922
41.563289642,2.033101082,0.000926961,0.000926960,2193.297119141
41.563289642,2.355534077,0.001073975,0.001073968,2193.285644531
41.563289642,2.677985907,0.001220989,0.001220985,2193.292480469
41.563289642,2.999908924,0.001367758,0.001367761,2193.303955078
45.339176178,0.099715322,0.000045462,0.000045464,2193.353759766
45.339176178,0.421986401,0.000192405,0.000192398,2193.224121094
45.339176178,0.744458318,0.000339429,0.000339424,2193.264648437
45.339176178,1.066270947,0.000486147,0.000486150,2193.308593750
45.339176178,1.388813972,0.000633204,0.000633208,2193.313232422
45.339176178,1.710631013,0.000779926,0.000779936,2193.323730469
45.339176178,2.033108950,0.000926959,0.000926964,2193.309570312
45.339176178,2.355531931,0.001073972,0.001073968,2193.290039062
45.339176178,2.677977085,0.001220989,0.001220982,2193.285156250
45.339176178,2.999907017,0.001367760,0.001367760,2193.299316406
49.099918365,0.099711373,0.000045459,0.000045460,2193.450195312
49.099918365,0.421979189,0.000192401,0.000192393,2193.226562500
49.099918365,0.744469821,0.000339427,0.000339428,2193.314697266
49.099918365,1.066264033,0.000486149,0.000486146,2193.287353516
49.099918365,1.388823986,0.000633203,0.000633213,2193.332519531
49.099918365,1.710621953,0.000779928,0.000779932,2193.308105469
49.099918365,2.033099890,0.000926958,0.000926962,2193.302734375
49.099918365,2.355523109,0.001073978,0.001073966,2193.269287109
49.099918365,2.677988052,0.001220989,0.001220990,2193.294189453
49.099918365,2.999907970,0.001367765,0.001367765,2193.291992187
53.038925171,0.099715509,0.000045462,0.000045466,2193.399414062
53.038925171,0.421980292,0.000192407,0.000192397,2193.166259766
53.038925171,0.744466603,0.000339434,0.000339430,2193.260009766
53.038925171,1.066257000,0.000486144,0.000486145,2193.295410156
53.038925171,1.388829947,0.000633209,0.000633217,2193.319824219
53.038925171,1.710631967,0.000779931,0.000779938,2193.313476562
53.038925171,2.033102036,0.000926960,0.000926963,2193.301269531
53.038925171,2.355542898,0.001073979,0.001073975,2193.285888672
53.038925171,2.677990913,0.001220994,0.001220990,2193.287597656
53.038925171,2.999903917,0.001367761,0.001367761,2193.295410156
56.791652679,0.099708587,0.000045462,0.000045460,2193.222656250
56.791652679,0.421984494,0.000192403,0.000192397,2193.229003906
56.791652679,0.744461179,0.000339431,0.000339426,2193.262939453
56.791652679,1.066277027,0.000486146,0.000486153,2193.327148437
56.791652679,1.388821006,0.000633207,0.000633212,2193.313232422
56.791652679,1.710628986,0.000779926,0.000779936,2193.322998047
56.791652679,2.033097029,0.000926960,0.000926960,2193.294677734
56.791652679,2.355539083,0.001073976,0.001073973,2193.288330078
56.791652679,2.677988052,0.001220995,0.001220989,2193.283447266
56.791652679,2.999895096,0.001367759,0.001367758,2193.291992187
60.541713715,0.099715389,0.000045463,0.000045464,2193.349853516
60.541713715,0.421976507,0.000192402,0.000192394,2193.196533203
60.541713715,0.744461179,0.000339428,0.000339426,2193.281005859
60.541713715,1.066254973,0.000486143,0.000486143,2193.292724609
60.541713715,1.388823032,0.000633206,0.000633213,2193.319824219
60.541713715,1.710631013,0.000779927,0.000779937,2193.322753906
60.541713715,2.033093929,0.000926960,0.000926959,2193.290771484
60.541713715,2.355540037,0.001073973,0.001073973,2193.295410156
60.541713715,2.677987099,0.001220996,0.001220988,2193.280761719
60.541713715,2.999900103,0.001367760,0.001367760,2193.294189453
