Timestamp,Resistance,Timestamp,Resistance,Timestamp,Resistance,Timestamp,Resistance,Timestamp,Resistance
0.130733699,47.397720337,0.292793900,102.283073425,0.677392125,219969.921875000,1.254896641,473539.062500000,1.615797877,2190.287597656
2.228684902,47.397838593,2.389042139,102.218986511,2.775318861,219837.390625000,3.353929520,474588.781250000,3.713768721,2190.298339844
4.329390049,47.403354645,4.490073204,102.280952454,4.875826836,220295.828125000,5.454564095,476060.281250000,5.815715790,2190.299560547
6.419219494,47.401676178,6.580797195,102.278511047,6.966181755,220027.062500000,7.542910576,473439.656250000,7.903092861,2190.097900391
8.518748283,47.400646210,8.678829193,102.292648315,9.064143181,219915.984375000,9.641815186,474369.812500000,10.002767563,2190.298339844
10.611071587,47.391666412,10.771688461,102.294769287,11.158140182,220411.718750000,11.735566139,472672.468750000,12.095633507,2190.398925781
