Timestamp,Resistance
0.107825801,47.617626190
0.386927009,47.618156433
0.665200293,47.618682861
0.951201022,47.622005463
1.236829281,47.618156433
1.516188264,47.614818573
1.800617218,47.623409271
2.081445217,47.618156433
2.379614115,47.619895935
2.662446737,47.620433807
2.946822882,47.614906311
3.237538099,47.614295959
3.509700775,47.617095947
3.794796944,47.608516693
4.076410770,47.615436554
4.354373932,47.618762970
4.626831532,47.616054535
4.908204079,47.617103577
5.209859848,47.617095947,5.422698975,103.373535156
5.861192703,47.613769531,6.074409962,103.368354797
6.499907017,47.618682861,6.713353634,103.363372803
7.149804115,47.617530823,7.362720490,103.363601685
7.796798706,47.622882843,8.008790970,103.361145020
8.450428963,47.618144989,8.662743568,103.351402283
9.100625038,47.617008209,9.313186646,103.353706360
9.754608154,47.614913940,9.967131615,103.356193542
10.446220398,47.617103577,10.659293175,103.349853516
11.089641571,47.620246887,11.301763535,103.353477478
11.741507530,47.618766785,11.954115868,103.355804443
12.385211945,47.620864868,12.597330093,103.351013184
13.030192375,47.620330811,13.242554665,103.348945618
13.679653168,47.618675232,13.892880440,103.348526001
14.327457428,47.618156433,14.539466858,103.346267700
14.980431557,47.618667603,15.192718506,103.353317261
15.630536079,47.621482849,15.842173576,103.351249695
16.287244797,47.596183777,16.499212265,103.351020813
16.932643890,47.620433807,17.145940781,103.341705322
17.586172104,47.616390228,17.798170090,103.336563110
68.724792480,32.723438263,69.431877136,103.362983704
69.875968933,47.619720459,70.089111328,103.355964661
70.525100708,47.626304626,70.737289429,103.360916138
71.171928406,47.621910095,71.384323120,103.346298218
71.818695068,47.621917725,72.030014038,103.351020813
72.451194763,47.618064880,72.662872314,103.339057922
73.096633911,47.620330811,73.309936523,103.346298218
73.751075745,47.624530792,73.964363098,103.351020813
74.397109985,47.621387482,74.610374451,103.354713440
75.055046082,47.621395111,75.268486023,103.356353760
75.701110840,47.622959137,75.912536621,103.346298218
76.362304687,47.614288330,76.573516846,103.351020813
77.009567261,47.619205475,77.223258972,103.351013184
77.663352966,47.616477966,77.875366211,103.348754883
78.315155029,47.621387482,78.528350830,103.343811035
78.968505859,47.618144989,79.182243347,103.338859558
79.619819641,47.618587494,79.832138062,103.341323853
80.271957397,47.596084595,80.483589172,103.343582153
80.923042297,47.617015839,81.134941101,103.320716858
81.576828003,47.615436554,81.789001465,103.346298218
82.223060608,47.617019653,82.436141968,103.348526001
82.875305176,47.617103577,83.087585449,103.348335266
83.527931213,47.616477966,83.740646362,103.346267700
84.177986145,47.618667603,84.390121460,103.346260071
84.826942444,47.617023468,85.039154053,103.348564148
85.471466064,47.621910095,85.683837891,103.341354370
86.123649597,47.615337372,86.335678101,103.348526001
86.765838623,47.616138458,86.978210449,103.348564148
87.400794983,47.617530823,87.612419128,103.342025757
88.050193787,47.617626190,88.263374329,103.348526001
88.696418762,47.613758087,88.909187317,103.348526001
89.367660522,47.620246887,89.581077576,103.343612671
90.024177551,47.619735718,90.237861633,103.341316223
90.676734924,47.615955353,90.889274597,103.343811035
91.330688477,47.621482849,91.543014526,103.360527039
91.983650208,47.617103577,92.196472168,103.348365784
92.618446350,47.620784760,92.830192566,103.351013184
93.268386841,47.646621704,93.481529236,103.353317261
93.922210693,47.623054504,94.133811951,103.287887573
94.572395325,47.620861053,94.783897400,103.348754883
95.225006104,47.617008209,95.437721252,103.358261108
95.878890991,47.618156433,96.091056824,103.370651245
96.522056580,47.618682861,96.734191895,103.365669250
