Timestamp,Voltage,Current,Linear Fit,Resistance
6.350585937,0.100595474,0.000017717,0.000016810,5677.883300781
6.363281250,0.422027588,0.000074975,0.000074685,5628.901855469
6.407226562,0.743862152,0.000132492,0.000132633,5614.376464844
6.419921875,1.065698624,0.000190106,0.000190582,5605.799316406
6.432617187,1.387634277,0.000247972,0.000248548,5595.942382812
6.445312500,1.710071564,0.000306027,0.000306605,5587.976074219
6.458007812,2.033414841,0.000364344,0.000364824,5581.037597656
6.470703125,2.355752945,0.000422695,0.000422863,5573.173339844
6.482421875,2.678493500,0.000481308,0.000480974,5565.034667969
6.495117187,3.000629425,0.000539865,0.000538977,5558.111816406
7.457031250,0.100595474,0.000017716,0.000016811,5678.368164062
7.469726562,0.421726227,0.000074939,0.000074607,5627.560058594
7.514648437,0.743963242,0.000132447,0.000132603,5617.054199219
7.527343750,1.065597534,0.000190056,0.000190490,5606.747558594
7.540039062,1.387634277,0.000247836,0.000248449,5599.001953125
7.551757812,1.710172653,0.000305861,0.000306499,5591.331054687
7.564453125,2.033515930,0.000364188,0.000364694,5583.698730469
7.577148437,2.355653763,0.000422530,0.000422672,5575.122070312
7.589843750,2.678493500,0.000481097,0.000480776,5567.471679687
7.602539062,3.000328064,0.000539629,0.000538699,5559.982910156
8.552734375,0.100595474,0.000017718,0.000016812,5677.724609375
8.565429687,0.421926498,0.000074913,0.000074636,5632.233886719
8.610351562,0.743762970,0.000132427,0.000132551,5616.391113281
8.623046875,1.065597534,0.000190016,0.000190466,5607.929199219
8.634765625,1.387533188,0.000247791,0.000248399,5599.614746094
8.647460937,1.709972382,0.000305796,0.000306422,5591.868164062
8.660156250,2.033214569,0.000364143,0.000364590,5583.563476562
8.672851562,2.355752945,0.000422515,0.000422631,5575.555175781
8.685546875,2.678392410,0.000481032,0.000480691,5568.017578125
8.698242187,3.000831604,0.000539564,0.000538714,5561.587890625
