Timestamp,Voltage,Current,Linear Fit,Resistance
0.167968750,0.100593567,0.000017710,0.000016799,5680.070800781
0.180664062,0.422124863,0.000074957,0.000074661,5631.560546875
0.225585937,0.744058609,0.000132441,0.000132595,5618.031250000
0.238281250,1.065690994,0.000190030,0.000190474,5608.019042969
0.250000000,1.387926102,0.000247834,0.000248462,5600.221679687
0.262695312,1.710462570,0.000305874,0.000306504,5592.044433594
0.275390625,2.033300400,0.000364195,0.000364601,5582.994140625
0.288085937,2.355737686,0.000422532,0.000422625,5575.294921875
0.300781250,2.679178238,0.000481078,0.000480830,5569.110839844
0.313476562,3.000810623,0.000539610,0.000538710,5561.072753906
1.250000000,0.100694656,0.000017707,0.000016753,5686.746093750
1.262695312,0.422225952,0.000074936,0.000074620,5634.458007812
1.306640625,0.744762421,0.000132436,0.000132668,5623.557617187
1.319335937,1.065792084,0.000189995,0.000190444,5609.588867187
1.332031250,1.387926102,0.000247804,0.000248419,5600.900390625
1.344726562,1.710361481,0.000305834,0.000306449,5592.448242187
1.357421875,2.033502579,0.000364165,0.000364605,5584.009765625
1.370117187,2.355937958,0.000422486,0.000422635,5576.364746094
1.381835937,2.678474426,0.000481043,0.000480683,5568.054687500
1.394531250,3.000709534,0.000539545,0.000538676,5561.557128906
2.318359375,0.100694656,0.000017717,0.000016752,5683.523437500
2.330078125,0.422124863,0.000074921,0.000074590,5634.242187500
2.375000000,0.745063782,0.000132426,0.000132700,5626.258789062
2.387695312,1.065891266,0.000189980,0.000190430,5610.554199219
2.400390625,1.387723923,0.000247799,0.000248340,5600.200195312
2.413085937,1.711267471,0.000305839,0.000306559,5595.319335937
2.425781250,2.033401489,0.000364145,0.000364523,5584.041015625
2.438476562,2.355836868,0.000422451,0.000422542,5576.589843750
2.450195312,2.679780960,0.000481023,0.000480833,5571.002441406
2.462890625,3.000608444,0.000539530,0.000538563,5561.524414062
